Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
63103712,"The Only Purple House in Town (Fix-It Witches, #4)",Ann Aguirre,"Aguirre, Ann",,"=""1728262496""","=""9781728262499""",0,3.47,Sourcebooks Casablanca,Paperback,368,2023,2023,,2023/10/31,currently-reading,currently-reading (#5),currently-reading,,,,1,0
199334767,Same Time Next Year,Tessa Bailey,"Bailey, Tessa",,"=""1662517912""","=""9781662517914""",4,3.60,Amazon Original Stories,Kindle Edition,144,2023,2023,2023/12/13,2023/11/26,,,read,,,,1,0
53711756,When Harry Met Harry,Sydney Smyth,"Smyth, Sydney","Teddy Hamilton, Malcolm Young","=""""","=""""",3,3.51,Audible Originals,Audible Audio,9,2020,2020,2023/12/12,2023/11/26,,,read,This book makes me realize how problematic part of When Harry Met Sally are. Teddy Hamilton was the reason I finished it.,,,1,0
137231760,King of Storms and Feathers: A Dark Fae Fantasy Romance,Juno Heart,"Heart, Juno",,"=""""","=""9780645624267""",0,3.61,,Kindle Edition,421,2023,2023,,2023/12/11,to-read,to-read (#207),to-read,,,,0,0
40120621,From Lukov with Love,Mariana Zapata,"Zapata, Mariana","Callie Dalton, Teddy Hamilton","=""""","=""""",0,4.25,,Audible Audio,15,2018,2018,,2023/12/11,to-read,to-read (#206),to-read,,,,0,0
61150440,"A Fire in the Flesh (Flesh and Fire, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568496""","=""""",4,4.12,Blue Box Press,Kindle Edition,632,2023,2023,2023/12/11,2023/11/28,,,read,The story in this one was really good but about 200 pages could have been removed because it was just Sera internally monologuing the same things over and over again. Not sure where the doctors were on this one.,,,1,0
199523170,Won't You Fly Away With Me?,Garrett Curbow,"Curbow, Garrett",,"=""""","=""""",0,5.00,,,,,,,2023/12/10,to-read,to-read (#205),to-read,,,,0,0
60856468,Sinful Vows (Messina Crime Family #1),Lilian Harris,"Harris, Lilian",,"=""""","=""""",5,4.05,,Kindle Edition,466,2023,,2023/12/08,2023/12/07,,,read,,,,1,0
56182388,"The Finish Line (The Ravenhood, #3)",Kate  Stewart,"Stewart, Kate",,"=""""","=""9798701102628""",0,4.29,Independently published,Paperback,450,2021,2021,,2023/12/08,to-read,to-read (#204),to-read,,,,0,0
53312623,"Exodus (The Ravenhood, #2)",Kate  Stewart,"Stewart, Kate",,"=""""","=""9798672214306""",0,4.42,Independently published,Paperback,450,2020,2020,,2023/12/08,to-read,to-read (#203),to-read,,,,0,0
40748777,"Flock (The Ravenhood, #1)",Kate  Stewart,"Stewart, Kate",,"=""""","=""9798666886403""",0,4.14,Independently published,Paperback,354,2020,2020,,2023/12/08,to-read,to-read (#202),to-read,,,,0,0
60227434,"Epic (Him, #2.5)",Sarina Bowen,"Bowen, Sarina",Elle Kennedy,"=""195015503X""","=""9781950155033""",5,4.29,Tuxbury Publishing LLC,Kindle Edition,48,2022,2020,2023/12/07,2023/12/07,,,read,,,,1,0
59754583,"Us (Him, #2)",Sarina Bowen,"Bowen, Sarina",Elle Kennedy,"=""1954500505""","=""9781954500501""",5,4.29,Rennie Road Books,Paperback,320,2021,2016,2023/12/07,2023/12/06,,,read,,,,1,0
59754566,Him (Him #1),Sarina Bowen,"Bowen, Sarina",Elle Kennedy,"=""1954500491""","=""9781954500495""",5,4.25,Rennie Road Books,Paperback,336,2021,2015,2023/12/06,2023/11/26,,,read,,,,1,0
172133046,"A Light in the Flame (Flesh and Fire, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""9781957568164""",5,4.52,Blue Box Press,Paperback,615,2022,2022,2023/12/05,2023/11/28,,,read,,,,1,0
198861748,War Hour (The Broken Trials Book 1),Lauren Loscig,"Loscig, Lauren",,"=""""","=""9798988101802""",0,4.32,LNL Publishing LLC,Kindle Edition,396,2023,,,2023/12/04,to-read,to-read (#201),to-read,,,,0,0
126918599,Empire of the Damned (Empire of the Vampire #2),Jay Kristoff,"Kristoff, Jay",,"=""1250245338""","=""9781250245335""",0,4.51,St. Martin's Press,Hardcover,736,2024,2024,,2023/12/03,to-read,to-read (#200),to-read,,,,0,0
200280033,Agnarr's Jarlin: Abandoned on Niflheim 2 (A Monster Romance With Space Orc Vikings),Jenifer Wood,"Wood, Jenifer","Carlotta Hughes, Samantha Swart","=""""","=""9798987995327""",5,4.39,,Kindle Edition,232,2023,,2023/12/02,2023/12/01,,,read,"**I received an ARC of Agnarr's Jarlin. Below is my honest review.**<br/><br/>I really loved this story! Agnarr's Teacher was a complete surprise when I read it and I have recommended it to everyone I know. So to say I was looking forward to this is an understatement. I normally don't like second books that follow the same romance as the first book but this is a clear exception! There is so much more for Piper and Agnarr to go thru in this book and neither character regresses, which is something that bothers me about other sequel romance books. You will not find that here. They grow even more as couple as they step into their new roles which is why I think this works so well. It also sets up the other characters for future books in the series, which has me even more excited to come back to this world. <br/><br/>I recently described Agnarr's Teacher as ""cozy smut"" and I will officially add Agnarr's Jarlin to the subgenre as well. ",,,1,0
60568471,"Before I Let Go (Skyland, #1)",Kennedy Ryan,"Ryan, Kennedy",,"=""1538706792""","=""9781538706794""",0,4.38,Forever,Paperback,420,2022,2022,,2023/12/02,to-read,to-read (#199),to-read,,,,0,0
123194693,"Pucking Around (Jacksonville Rays, #1)",Emily Rath,"Rath, Emily",,"=""""","=""9798987793312""",0,3.96,Emily Rath Books,Kindle Edition,756,2023,2023,,2023/12/02,to-read,to-read (#198),to-read,,,,0,0
49084724,Credence,Penelope Douglas,"Douglas, Penelope",,"=""1660089050""","=""9781660089055""",0,3.69,Independently published,Paperback,470,2020,2020,,2023/12/02,to-read,to-read (#197),to-read,,,,0,0
57815107,"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""9781952457722""",5,4.08,Blue Box Press,ebook,628,2022,2022,2023/12/01,2023/11/19,,,read,,,,1,0
195820807,Just for the Summer,Abby Jimenez,"Jimenez, Abby",,"=""1538704439""","=""9781538704431""",0,4.75,Forever,Paperback,432,2024,2024,,2023/12/01,to-read,to-read (#196),to-read,,,,0,0
199073584,"Unmasking the Curse (Aralian Series, #1)",Chelle Cypress,"Cypress, Chelle",,"=""""","=""9798989118502""",0,4.63,Chelle Cypress,Paperback,498,2023,,,2023/11/30,to-read,to-read (#195),to-read,,,,0,0
197043155,The (Fake) Dating Game,Timothy Janovsky,"Janovsky, Timothy",,"=""""","=""9781335041555""",0,4.17,Afterglow Books by Harlequin,Paperback,,2024,,,2023/11/30,to-read,to-read (#194),to-read,,,,0,0
58014893,Every Summer After,Carley Fortune,"Fortune, Carley",,"=""0593438531""","=""9780593438534""",0,4.23,Berkley,Paperback,320,2022,2022,,2023/11/30,to-read,to-read (#193),to-read,,,,0,0
71872867,Recipe for a Charmed Life,Rachel Linden,"Linden, Rachel",,"=""0593440218""","=""9780593440216""",0,3.99,Berkley,Paperback,384,2024,2024,,2023/11/30,to-read,to-read (#192),to-read,,,,0,0
198428245,Queens of Moirai,Rhiannon Hargadon,"Hargadon, Rhiannon",,"=""1961131005""","=""9781961131002""",0,4.08,HRS Books,Paperback,368,2023,2023,,2023/11/30,to-read,to-read (#191),to-read,,,,0,0
90251201,You Make It Feel Like Christmas,Toni Shiloh,"Shiloh, Toni",,"=""0764242067""","=""9781493443789""",0,3.45,Bethany House Publishers,Paperback,208,2023,,,2023/11/30,to-read,to-read (#190),to-read,,,,0,0
127482487,The Ladies Rewrite the Rules,Suzanne Allain,"Allain, Suzanne",,"=""0593549643""","=""9780593549643""",0,4.54,Berkley,Paperback,272,2024,,,2023/11/30,to-read,to-read (#189),to-read,,,,0,0
199834495,The Seven Year Slip,Ashley Poston,"Poston, Ashley",,"=""059333650X""","=""9780593336502""",0,4.30,Berkley,Paperback,,2023,2023,,2023/11/30,to-read,to-read (#188),to-read,,,,0,0
63098427,"Love, Theoretically",Ali Hazelwood,"Hazelwood, Ali",,"=""0593336860""","=""9780593336861""",0,4.16,Berkley,Paperback,400,2023,2023,,2023/11/30,to-read,to-read (#187),to-read,,,,0,0
196522663,"The Good, the Bad, and the Aunties (Aunties #3)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593546229""","=""9780593546222""",0,3.90,Berkley,Paperback,304,2024,2024,,2023/11/30,to-read,to-read (#186),to-read,,,,0,0
182762109,"This Could Be Us (Skyland, #2)",Kennedy Ryan,"Ryan, Kennedy",,"=""1538706822""","=""9781538706824""",0,4.68,Forever,Paperback,416,2024,2024,,2023/11/30,to-read,to-read (#185),to-read,,,,0,0
123288408,Evocation,S.T. Gibson,"Gibson, S.T.",,"=""191520268X""","=""9781915202680""",0,4.21,Angry Robot Books,Hardcover,400,2024,2024,,2023/11/30,to-read,to-read (#184),to-read,,,,0,0
195430708,Happy Medium,Sarah   Adler,"Adler, Sarah",,"=""0593547810""","=""9780593547816""",0,4.39,Berkley,Paperback,416,2024,2024,,2023/11/30,to-read,to-read (#183),to-read,,,,0,0
197041548,Manila Takes Manhattan,Carla de Guzman,"Guzman, Carla de",,"=""""","=""9781335041609""",0,4.18,Afterglow Books by Harlequin,Paperback,,2024,,,2023/11/30,to-read,to-read (#182),to-read,,,,0,0
197041827,The Boyfriend Subscription,Steven Salvatore,"Salvatore, Steven",,"=""""","=""9781335041593""",0,4.02,Afterglow Books by Harlequin,Paperback,,2024,2024,,2023/11/30,to-read,to-read (#181),to-read,,,,0,0
75665914,This Spells Love,Kate Robb,"Robb, Kate",,"=""0593596536""","=""9780593596531""",0,3.96,Dial Press Trade Paperback,Paperback,352,2023,2023,,2023/11/30,to-read,to-read (#180),to-read,,,,0,0
201581680,A Very Merry Mistake,Lyra Parish,"Parish, Lyra",,"=""1961229374""","=""9781961229372""",0,4.21,Happily Ever After Ink,Paperback,384,2023,,,2023/11/30,to-read,to-read (#179),to-read,,,,0,0
150343880,"Fangirl Down (Big Shots, #1)",Tessa Bailey,"Bailey, Tessa",,"=""0063308363""","=""9780063308367""",0,4.20,Avon,Paperback,384,2024,2024,,2023/11/30,to-read,to-read (#178),to-read,,,,0,0
129355235,The Christmas Fix,Lucy Score,"Score, Lucy",,"=""1728295149""","=""9781728295145""",0,4.14,Bloom Books,Paperback,384,2023,2017,,2023/11/30,to-read,to-read (#177),to-read,,,,0,0
196787830,"Born of Blood and Ash (Flesh and Fire, #4)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",0,4.37,Blue Box Press,Kindle Edition,,2024,2024,,2023/11/28,to-read,to-read (#176),to-read,,,,0,0
57282383,"A Shadow in the Ember (Flesh and Fire, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",5,4.48,Blue Box Press,Hardcover,647,2021,2021,2023/11/28,2023/11/26,,,read,,,,1,0
38311338,Masters of Death,Olivie Blake,"Blake, Olivie",Little Chmura,"=""""","=""""",0,3.83,,Kindle Edition,349,2018,2018,,2023/11/26,to-read,to-read (#175),to-read,,,,0,0
55285911,"A Deal with the Elf King (Married to Magic, #1)",Elise Kova,"Kova, Elise",,"=""1949694283""","=""9781949694284""",0,3.73,Silver Wing Press,Paperback,317,2020,2020,,2023/11/26,to-read,to-read (#174),to-read,,,,0,0
55240343,"The â€‹Crown of Gilded Bones (Blood and Ash, #3)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457254""","=""9781952457258""",5,4.19,Blue Box Press,Paperback,645,2021,2021,2023/11/26,2023/11/19,,,read,,,,1,0
54319549,"A Kingdom of Flesh and Fire (Blood and Ash, #2)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""""","=""""",5,4.37,Blue Box Press,Kindle Edition,637,2020,2020,2023/11/23,2021/12/20,,,read,,,,1,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",5,4.24,Blue Box Press,ebook,622,2020,2020,2023/11/21,2021/12/20,,,read,,,,1,0
63847274,"A Soul of Ash and Blood (Blood and Ash, #5)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1957568461""","=""9781957568461""",0,3.98,Blue Box Press,Kindle Edition,703,2023,2023,,2023/11/19,to-read,to-read (#173),to-read,,,,0,0
123255391,"The Graham Effect (Campus Diaries, #1)",Elle Kennedy,"Kennedy, Elle",,"=""1990101186""","=""9781990101182""",0,4.28,EKI,Kindle Edition,498,2023,2023,,2023/11/19,to-read,to-read (#172),to-read,,,,0,0
54614561,"The Intimacy Experiment (The Shameless Series, #2)",Rosie Danan,"Danan, Rosie",,"=""0593101626""","=""9780593101629""",4,3.64,Berkley,Paperback,323,2021,2021,2023/11/18,2023/11/18,,,read,,,,1,0
45023611,"The Roommate (The Shameless Series, #1)",Rosie Danan,"Danan, Rosie",,"=""059310160X""","=""9780593101605""",5,3.58,Berkley,Paperback,325,2020,2020,2023/11/17,2023/11/17,,,read,,,,1,0
61618737,Forget Me Not,Julie  Soto,"Soto, Julie",,"=""1538740885""","=""9781538740880""",5,4.06,Forever,Paperback,341,2023,2023,2023/11/14,2023/11/13,,,read,Wow! Wow wow wow wow!!! I was not expecting this book to be as phenomenal as it was! And Teddy Hamilton can narrate EVERY male love interest from here on out!,,,1,0
62775194,Hidden Scars (Darby U Hockey Boys #1),Andi Jaxon,"Jaxon, Andi",,"=""""","=""""",4,4.17,,Kindle Edition,431,2022,,2023/11/12,2023/11/12,,,read,,,,1,0
198970722,Hexes from Exes (Anathamea on Earth #1),Katryna Lalock,"Lalock, Katryna",,"=""""","=""""",4,3.84,,Kindle Edition,304,2023,,2023/11/11,2023/11/11,,,read,,,,1,0
61530932,The Nanny,Lana Ferguson,"Ferguson, Lana",,"=""059354935X""","=""9780593549353""",0,3.59,Berkley,Paperback,432,2023,2023,,2023/11/09,to-read,to-read (#170),to-read,,,,0,0
123199658,The Fake Mate,Lana Ferguson,"Ferguson, Lana",,"=""0593549376""","=""9780593549377""",0,3.99,Berkley ,Paperback,400,2023,2023,,2023/11/09,to-read,to-read (#171),to-read,,,,0,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",5,4.42,Entangled: Red Tower Books,Hardcover,623,2023,2023,2023/11/09,2023/07/02,,,read,I didn't think it was possible but somehow this book is better than the first!,,,1,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",5,4.63,"Entangled Publishing, LLC (Red Tower Books)",Hardcover,500,2023,2023,2023/06/04,2023/06/04,,,read,Absolutely incredible! Loved every second of this book!,,,2,0
58470171,"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316342084""","=""9780316342087""",0,3.88,"Little, Brown Books for Young Readers",Kindle Edition,464,2022,2022,,2023/11/01,to-read,to-read (#169),to-read,,,,0,0
52772417,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""1529350506""","=""9781529350500""",0,4.15,Hodder & Stoughton,Hardcover,437,2021,2021,,2023/11/01,to-read,to-read (#168),to-read,,,,0,0
52735921,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316428469""","=""9780316428460""",0,3.91,Jimmy Patterson Books,Hardcover,372,2020,2020,,2023/11/01,to-read,to-read (#167),to-read,,,,0,0
67990949,Queens and Monsters (Three Fates Mafia #3),Clio Evans,"Evans, Clio",,"=""""","=""""",0,4.02,,Kindle Edition,0,2023,2023,,2023/11/01,to-read,to-read (#166),to-read,,,,0,0
185127100,What It Means To Be Brave (What It Means 2),Andrea Andersen,"Andersen, Andrea",,"=""""","=""9798987395028""",0,4.12,Andrea Andersen,Paperback,386,2023,,,2023/11/01,to-read,to-read (#165),to-read,,,,0,0
58941251,"The Ritual (L.O.R.D.S., #1)",Shantel Tessier,"Tessier, Shantel",,"=""""","=""""",5,4.09,,Kindle Edition,628,2021,2021,2023/11/01,2023/10/31,,,read,,,,1,0
122494718,"In the Weeds (Lovelight, #2)",B.K. Borison,"Borison, B.K.",,"=""0593641140""","=""9780593641149""",0,3.97,Berkley,Kindle Edition,334,2022,2022,,2023/10/31,to-read,to-read (#164),to-read,,,,0,0
162479003,The Way I Hate Him,Meghan Quinn,"Quinn, Meghan",,"=""1959442090""","=""9781959442097""",5,4.05,"Hot-Lanta Publishing, LLC",Kindle Edition,524,2023,2023,2023/10/30,2023/10/29,,,read,,,,1,0
61087733,"Iris Kelly Doesn't Date (Bright Falls, #3)",Ashley Herring Blake,"Blake, Ashley Herring",,"=""0593550587""","=""9780593550588""",5,4.26,Berkley,Kindle Edition,400,2023,2023,2023/10/28,2023/07/01,,,read,,,,1,0
61681786,"Final Offer (Dreamland Billionaires, #3)",Lauren Asher,"Asher, Lauren",,"=""172827222X""","=""9781728272221""",5,4.26,Bloom Books,Paperback,583,2023,2023,,2023/10/24,,,read,,,,1,0
86767939,"Terms and Conditions  (Dreamland Billionaires, #2)",Lauren Asher,"Asher, Lauren",,"=""""","=""""",5,4.16,,Kindle Edition,494,2022,2022,2023/10/24,2023/10/24,,,read,,,,1,0
74045390,"The Fine Print (Dreamland Billionaires, #1)",Lauren Asher,"Asher, Lauren",,"=""1737507714""","=""9781737507710""",4,3.88,Lauren Asher,Paperback,448,2022,2021,2023/10/22,2023/10/22,,,read,,,,1,0
122765899,Filthy Rich Vampires: For Eternity,Geneva Lee,"Lee, Geneva",,"=""""","=""""",5,4.24,Estate,Kindle Edition,532,2023,,2023/10/18,2023/10/16,,,read,,,,1,0
181344829,Bride,Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",0,4.27,Berkley,Kindle Edition,416,2024,2024,,2023/10/16,to-read,to-read (#163),to-read,,,,0,0
77157182,"Three Queens (Filthy Rich Vampires, #3)",Geneva Lee,"Lee, Geneva",,"=""""","=""9781945163777""",5,4.18,Estate Publishing,Paperback,356,2023,2023,2023/10/15,2023/10/11,,,read,,,,1,0
62094002,"Second Rite (Filthy Rich Vampires, #2)",Geneva Lee,"Lee, Geneva",Geneva Lee Albin,"=""1945163704""","=""9781945163708""",5,4.20,Estate Publishing,Paperback,400,2022,2022,2023/10/13,2023/10/11,,,read,"I don't think I have screamed ""WHAT?!?"" so much in one book! This was so much fun!",,,1,0
60710765,"Filthy Rich Vampire (Filthy Rich Vampires, #1)",Geneva Lee,"Lee, Geneva",Geneva Lee Albin,"=""""","=""""",5,4.01,Estate Books,Kindle Edition,429,2022,2022,2023/10/12,2023/10/11,,,read,,,,1,0
59808347,"Lizzie Blake's Best Mistake (A Brush with Love, #2)",Mazey Eddings,"Eddings, Mazey",,"=""1250806003""","=""9781250806000""",3,3.90,Griffin,Paperback,336,2022,2022,2023/10/09,2023/03/19,,,read,,,,1,0
101145836,"Wildfire (Maple Hills, #2)",Hannah  Grace,"Grace, Hannah",,"=""1668026279""","=""9781668026274""",5,3.94,Atria Books,Paperback,400,2023,2023,2023/10/07,2023/09/03,,,read,,,,1,0
171813227,"Ruling Sikthand (Clecanian, #7)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.51,,Kindle Edition,482,2023,2023,2023/10/05,2023/10/03,,,read,,,,1,0
101144869,"The Long Game (Long Game, #1)",Elena  Armas,"Armas, Elena",,"=""1668011301""","=""9781668011300""",0,3.66,Atria,Paperback,384,2023,2023,,2023/10/03,to-read,to-read (#162),to-read,,,,0,0
75665887,"You, Again",Kate Goldbeck,"Goldbeck, Kate",,"=""059344812X""","=""9780593448120""",0,3.70,Random House Publishing Group,Paperback,448,2023,2023,,2023/10/03,to-read,to-read (#161),to-read,,,,0,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",0,4.31,Doubleday Books,Hardcover,390,2022,2022,,2023/10/03,to-read,to-read (#160),to-read,,,,0,0
63139070,Resisting Maxu (Clecanian #6),Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.08,,Kindle Edition,332,2022,2022,2023/10/03,2023/10/03,,,read,"Omg! Just when you think you know where this series is going, it takes a hard right run and you are left with a bitter sweet ending. Holy crap! This book was really interesting in how it handled religious trauma. Meg's backstory is fascinating to me and I really love her as a character.",true,,1,0
98180866,"Releasing Maladek (Clecanian, #5.5)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.18,,Kindle Edition,152,2023,2022,2023/10/01,2023/10/01,,,read,Loved this! I'm really hoping we get more of them and that Katie can meet the rest of the humans in the series.,,,1,0
58651856,"Foxglove (Belladonna, #2)",Adalyn  Grace,"Grace, Adalyn",,"=""""","=""9780316565257""",5,4.23,"Little, Brown Books for Young Readers",Hardcover,465,2023,2023,2023/09/30,2023/09/26,,,read,,,,1,0
59580572,"Using Fejo (Clecanian, #5)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.30,,Kindle Edition,313,2022,2022,2023/09/25,2023/09/25,,,read,"Well, it's officially! This is my favorite of the series and will be a tough one to beat. Fejo in my head is Henry Cavill in the Witcher but with dark hair mixed with Hook from Once Upon A Time. I really wasn't sure how I would feel about Vanessa's story but it's so amazing and I love their chemistry. I might need to take a break so I can just bask in Fejo's glory for a few days! Whew!",,,1,0
58184242,"Tempting Auzed (Clecanian, #4)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.14,,Kindle Edition,373,2021,2021,2023/09/24,2023/09/24,,,read,Okay this series is amazing! I LOVE the overarching storyline and am so interested to see how it plays out. Now I know that Choosing Theo seems to be everyone's favorite but this is mine! I LOVED Alex as the MFC! This book is the top of the series for me with Freeing Luka coming in as a close second. Oh I just loved everything about this story!,,,1,0
56386563,"Saving Verakko (Clecanian, #3)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",4,4.00,Amazon Digital Services,Kindle Edition,410,2021,2021,2023/09/23,2023/09/22,,,read,,,,1,0
54217084,"Freeing Luka (Clecanian, #2)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,3.82,,Kindle Edition,307,2020,2020,2023/09/21,2023/09/20,,,read,,,,1,0
51479476,"Choosing Theo (Clecanian, #1)",Victoria Aveline,"Aveline, Victoria",,"=""""","=""""",5,4.16,,Kindle Edition,369,2020,2020,2023/09/20,2023/09/20,,,read,,,,1,0
63576746,Stolen by the Orc Commander (Brides of the Frostwolf Clan #1),K.L. Wyatt,"Wyatt, K.L.",,"=""""","=""9798987239896""",3,3.43,,Kindle Edition,188,2023,,2023/09/19,2023/09/18,,,read,,,,1,0
152581090,Agnarr's Teacher (Abandoned on Niflheim #1),Jenifer Wood,"Wood, Jenifer",,"=""""","=""9798987995303""",5,3.83,Jenifer Wood,Kindle Edition,286,2023,2023,2023/09/17,2023/09/17,,,read,,,,1,0
59227936,"Belladonna (Belladonna, #1)",Adalyn  Grace,"Grace, Adalyn",,"=""0316158232""","=""9780316158237""",5,4.05,"Little, Brown Books for Young Readers",Hardcover,409,2022,2022,2023/09/17,2023/09/16,,,read,,,,1,0
149115732,The Mistress & The Renowned: A Hades & Persephone Retelling,Alexis Rune,"Rune, Alexis",Jeanette Rose,"=""""","=""9798986305066""",4,3.85,Rose & Star Publishing,Kindle Edition,405,2023,2023,2023/09/13,2023/09/08,,,read,,,,1,0
61753813,The Maiden & The Unseen,Jeanette Rose,"Rose, Jeanette",Alexis Rune,"=""""","=""9798986305004""",3,3.62,Rose and Star Publishing,ebook,431,2022,,2023/09/08,2023/09/07,,,read,,,,1,0
62365891,"Unfortunately Yours  (A Vine Mess, #2)",Tessa Bailey,"Bailey, Tessa",,"=""0063239035""","=""9780063239036""",5,3.87,Avon,Paperback,384,2023,2023,2023/09/06,2023/03/19,,,read,,,,1,0
52140234,"Contaminated (Cosmic Fairy Tales; Gennekt, #1)",Amanda Milo,"Milo, Amanda",,"=""""","=""""",0,4.07,Amazon Digital Services,Kindle Edition,168,2019,2019,,2023/09/03,to-read,to-read (#159),to-read,,,,0,0
